id,price,latitude,longitude,katastrinumber,url
3737814,385 €  16.7 €/m²,58.380897,26.741428,79514:028:0007,https://www.kv.ee/3737814
3737821,550 €  14 €/m²,58.37420849999999,26.7239717,,https://www.kv.ee/3737821
3737840,350 €  7.29 €/m²,58.36808740000001,26.7689731,,https://www.kv.ee/3737840
3737949,260 €  13 €/m²,58.37146049999999,26.732889,,https://www.kv.ee/3737949
3738738,500 €  10.9 €/m²,58.3756874,26.7488376,,https://www.kv.ee/3738738
3739021,700 €  12.2 €/m²,58.3788891,26.7423021,79516:030:0002,https://www.kv.ee/3739021
3739437,690 €  8.41 €/m²,58.3688348,26.7298012,79508:025:0001,https://www.kv.ee/3739437
3739810,590 €  13.8 €/m²,58.396071,26.754933,79601:001:0175,https://www.kv.ee/3739810
3739813,780 €  10.8 €/m²,58.38084659999999,26.7354951,,https://www.kv.ee/3739813
3739838,320 €  11.3 €/m²,58.386127,26.691992,79501:030:0015,https://www.kv.ee/3739838
3739888,380 €  12.5 €/m²,58.383474,26.73227,79514:018:0008,https://www.kv.ee/3739888
3739932,595 €  10.4 €/m²,58.389384,26.728656,79514:009:0026,https://www.kv.ee/3739932
3739997,290 €  8.63 €/m²,58.372039,26.773749,79516:028:0015,https://www.kv.ee/3739997
3740344,300 €  6.38 €/m²,58.388981,26.722687,79514:007:0010,https://www.kv.ee/3740344
3740425,400 €  16.7 €/m²,58.3701146,26.7751646,,https://www.kv.ee/3740425
3740445,700 €  10.1 €/m²,58.383321,26.721359,79507:005:0006,https://www.kv.ee/3740445
3740461,400 €  12 €/m²,58.376846,26.746775,79516:006:0001,https://www.kv.ee/3740461
3740478,460 €  7.02 €/m²,58.3731311,26.7802019,,https://www.kv.ee/3740478
3740971,600 €  9.65 €/m²,58.381464,26.753072,79515:011:0005,https://www.kv.ee/3740971
3741054,400 €  9.90 €/m²,58.3874838,26.7349893,,https://www.kv.ee/3741054
3741332,365 €  10.2 €/m²,58.382173,26.738499,79514:021:0042,https://www.kv.ee/3741332
3741517,450 €  10.1 €/m²,58.37146049999999,26.732889,79508:006:0017,https://www.kv.ee/3741517
3741822,360 €  11.7 €/m²,58.4038849,26.7380236,,https://www.kv.ee/3741822
3741848,350 €  7.29 €/m²,58.3833145,26.7484192,,https://www.kv.ee/3741848
3741986,470 €  10.1 €/m²,58.359107,26.72378,,https://www.kv.ee/3741986
3742353,320 €  12.2 €/m²,58.37419980000001,26.6924615,79502:028:0017,https://www.kv.ee/3742353
3742514,390 €  8.44 €/m²,58.372192,26.765449,79516:026:0007,https://www.kv.ee/3742514
3742563,300 €  17.1 €/m²,58.373668,26.701166,79504:004:0017,https://www.kv.ee/3742563
3743043,300 €  24 €/m²,58.373422,26.720355,79507:037:0020,https://www.kv.ee/3743043
3743738,400 €  8.21 €/m²,58.346932,26.7268249,79511:005:0020,https://www.kv.ee/3743738
3744321,400 €  10.8 €/m²,58.3782501,26.7204448,,https://www.kv.ee/3744321
3744395,350 €  10.4 €/m²,58.375856,26.747672,79516:006:0009,https://www.kv.ee/3744395
3744603,700 €  13.7 €/m²,58.373823,26.725001,79507:064:0001,https://www.kv.ee/3744603
3744735,350 €  12.1 €/m²,58.3766365,26.7037616,,https://www.kv.ee/3744735
3744781,450 €  9.60 €/m²,58.37488709999999,26.6935286,,https://www.kv.ee/3744781
3744877,280 €  23.3 €/m²,58.3763299,26.7186576,,https://www.kv.ee/3744877
3744900,320 €  11.4 €/m²,58.3766827,26.7518445,79516:022:0001,https://www.kv.ee/3744900
3744976,800 €  13.4 €/m²,58.379768,26.762502,79516:018:0004,https://www.kv.ee/3744976
3745341,400 €  7.97 €/m²,58.3839218,26.6923865,79501:004:0001,https://www.kv.ee/3745341
3745410,350 €  7.61 €/m²,58.373425,26.773636,79516:027:0034,https://www.kv.ee/3745410
3745452,580 €  12.4 €/m²,58.379611082555,26.723597019673,,https://www.kv.ee/3745452
3745494,400 €  7.12 €/m²,58.377245,26.710027,79506:004:0008,https://www.kv.ee/3745494
3745498,530 €  18.9 €/m²,58.3867052,26.7574134,79301:001:1128,https://www.kv.ee/3745498
3745535,700 €  9.37 €/m²,58.3778792,26.7200907,79507:031:0010,https://www.kv.ee/3745535
3745542,500 €  13.5 €/m²,58.373817,26.725004,79507:064:0001,https://www.kv.ee/3745542
3745546,380 €  17.3 €/m²,58.372,26.714567,79507:063:0006,https://www.kv.ee/3745546
3745559,500 €  8.47 €/m²,58.380793,26.721934,79507:011:0001,https://www.kv.ee/3745559
3745642,450 €  9.64 €/m²,58.373434774397,26.758939249061,,https://www.kv.ee/3745642
3745827,330 €  11 €/m²,58.36692189999999,26.7729925,,https://www.kv.ee/3745827
3745936,800 €  10.2 €/m²,58.377522,26.685467,79502:006:0074,https://www.kv.ee/3745936
3745960,290 €  26.9 €/m²,58.3763423,26.7186523,,https://www.kv.ee/3745960
3746100,495 €  18.8 €/m²,58.3834212,26.7200502,,https://www.kv.ee/3746100
3746144,550 €  9.32 €/m²,58.3740638,26.7079683,,https://www.kv.ee/3746144
